MID,CATEGORY,SUB,MESSAGE,SEND_LOC
65296,안내,행정안내,[동대문구청]11월19일(목) 0시부터 사회적 거리두기가 1.5단계로 격상됩니다. 구민 여러분께서는 코로나 확산방지를 위해 방역수칙을 철저히 지켜주시기 바랍니다 ,서울특별시 동대문구
65305,안내,발생현황,"[남동구청]관내 코로나19 관련 식사모임 등으로부터 감염병이 확산되고 있습니다. 소모임 활동, 식사 및 음주행위 등 자제하여 감염병 확산 방지 협조부탁드립니다. ",인천광역시 남동구
65338,안내,발생현황,[남해군청] 인근 시군에서 확진자가 지속적으로 발생하고 있습니다. 타지역 방문자제 및 마스크 착용 등 방역수칙을 반드시 준수하여 주시기 바랍니다. ,경상남도 남해군
65348,안내,개인방역수칙,"[강진군청]광주,목포,순천,광양,화순에서 코로나19 확산중입니다.발생지역 방문과 모임,회식을 자제하고,실내.외 항상 마스크 착용등 방역수칙을 준수하시기 바랍니다. ",전라남도 강진군
65349,안내,개인방역수칙,"[고령군청]코로나19 확산으로 인해 결혼식, 장례식, 가족모임 등의 참석을 자제해 주시기 바라며 마스크 착용, 손씻기 등 방역수칙 준수 바랍니다. ",경상북도 고령군
65354,안내,발생현황,"[태백시청]도내 산발적 감염이 지속되고 있습니다. 시민 여러분 께서는 타지역 이동을 삼가주시고, 마스크 착용 및 개인방역수칙을 철저히 준수하여 주시기 바랍니다. ",강원도 태백시
65355,안내,행정안내,[울산광역시] 마스크 쓰기를 생활화합시다. 11.13.부터 마스크 착용 의무화에 따라 대상시설에서 마스크 미착용시 과태료 부과. (시 및 구군 홈페이지 참고) ,울산광역시 전체
65360,안내,개인방역수칙,[인제군청] 코로나19 바이러스 검사가 백신예방주사를 대신할 순 없습니다. 마스크 착용과 사회적 거리두기만이 감염을 피하는 길입니다. ,강원도 인제군
65361,안내,개인방역수칙,"[청송군청] 가족모임, 장례식장 등에서 코로나19 집단감염 발생. 타지역 친척 방문자제, 외출자제, 마스크 의무착용 등 방역수칙 준수바랍니다. ",경상북도 청송군
65365,안내,개인방역수칙,"[영양군청]코로나19 집단감염 예방을 위해 타지역 가족·친지와 모임자제, 결혼식·장례식 참석자제. 마스크 착용 의무화 시설에서는 마스크를 착용 바랍니다. ",경상북도 영양군
65366,안내,발생현황,"[예천군청]최근 결혼·장례식, 가족모임, 김장 등 타지 가족의 고향방문을 연결고리로 코로나 확진자가 증가 추세입니다. 외출모임 및 타지역 방문자제 당부드립니다. ",경상북도 예천군
65367,안내,발생현황,"[안동시청]최근 가족간 모임행사 등으로 도내에 다수의 확진자 발생/코로나 확산방지를 위하여 가족간 모임행사, 김장행사 등 자제하여 주시기 바랍니다. ",경상북도 안동시
65369,안내,발생현황,[봉화군청]코로나19 예방수칙▶도내 가족간 확진자 다수발생▶타지역 가족 접촉 및 예식장·장례식장 출입자제▶가족간 김장모임 자제등으로 모두의 건강을 지켜요~! ,경상북도 봉화군
65371,안내,개인방역수칙,"[군위군청]경북 도내 예식장, 장례식장, 가족모임 등에서 코로나19 집단감염 발생. 타지역 친척 방문·외출 자제, 마스크 의무착용 등 방역수칙 준수 바랍니다. ",경상북도 군위군
65373,안내,발생현황,"[장흥군청] 최근 광주, 전남에서 직장, 지인모임을 통해 코로나19 확산중입니다. 타지역 방문을 자제하고 실내외 마스크 착용, 거리두기 등 방역수칙 준수바랍니다. ",전라남도 장흥군
65376,안내,발생현황,"[의성군청]최근 행사,모임,다중이용시설 등에서 다수의 확진자 발생, 코로나19 확산방지를 위해 행사,모임,다중이용시설 이용 등을 자제해주시기 바랍니다. ",경상북도 의성군
65381,안내,발생현황,"[의성군청]최근 친척과 지인 간 모임 증가에 따라 도내 감염이 확산되고 있으므로, 모임, 행사 등을 자제해주시고, 마스크 착용 등 방역수칙을 준수바랍니다. ",경상북도 의성군
65383,안내,발생현황,[성주군청]최근 소규모 모임에 코로나19가 증가하고 있어 재유행 방지를 위해 결혼식·장례식·김장모임 등 가족모임과 타지역 행사·집회참석 자제하여 주시기 바랍니다. ,경상북도 성주군
65385,안내,발생현황,"[영천시청]★최근 코로나19 집단감염이 가족모임,예식장,장례식장 등에서 발생/참석자제와 타지역 친인척 방문접촉 자제★마스크착용의무화 및 방역수칙 준수바랍니다. ",경상북도 영천시
65393,안내,발생현황,"[남동구청] 관내 코로나19 관련 산행 및 식사모임 등으로부터 감염병이 확산되고 있습니다. 가을철 산행, 소모임 활동 시 식사 및 음주행위 등 자제 부탁드립니다. ",인천광역시 남동구
65394,안내,발생현황,[울진군청] 영덕군 내 다수 확진자 발생. 김장 등 각종 가족모임 시 타지역 가족 방문 자제 요청. 마스크 착용이 최고의 백신입니다. ,경상북도 울진군
65396,안내,발생현황,"[김천시청] 최근 모임, 다중이용시설 등에서 다수의 확진자 발생. 타지역 방문자제 및 마스크착용 등 방역수칙 준수바랍니다. ",경상북도 김천시
65397,안내,발생현황,[전남도청] 코로나19가 가정과 직장으로 급속히 전파되고 있습니다. √각종 모임과 행사 자제 √마스크 의무착용 ▲의심증상 즉시 가까운 선별진료소에서 검사받으세요. ,전라남도 전체
65412,안내,발생현황,"[함평군청] 코로나19 지역감염 확산, 차단을 위해 지인 등 각종 소모임 자제, 마스크 의무착용, 기침, 발열 등 유증상시 보건소 검진 받으시기 바랍니다. ",전라남도 함평군
65416,안내,개인방역수칙,"[경주시청]경북도내 결혼·장례식, 파자마파티 등 가족·친구 간 모임으로 인해 확진자 16명이 추가 발생했습니다. 가족·친구모임 및 타지역 방문자제를 당부드립니다. ",경상북도 경주시
65421,안내,발생현황,"[남원시청]광주,순천,광양,구례,순천에서 코로나19확진자 지속발생중. 발생지역방문을 삼가시고 마스크필수착용, 의심증상시 선별진료소 방문하여 검사받으시기 바랍니다. ",전라북도 남원시
65422,안내,개인방역수칙,"[광양시청] 자가격리자는 격리장소 외 외출금지(부득이한 외출은 사전 연락), 개인용품 사용하기, 가족간 접촉 금지, 마스크 착용 등 방역수칙 지켜주시기 바랍니다. ",전라남도 광양시
65423,안내,발생현황,"[함양군청] 코로나19 인근지역 및 전국적 확산세, 지역 감염 확산 차단을 위해 ▲마스크 착용 ▲소모임 및 묘사 자제 등 생활방역수칙 준수 바랍니다. ",경상남도 함양군
65424,안내,발생현황,"[고성군청] 인근 지역에서 코로나19 확진자가 발생하고 있으니. 타지역 방문 자제, 소모임 자제, 마스크 착용 및 개인방역수칙을 철저히 준수하여 주시기 바랍니다. ",강원도 고성군
65425,안내,행정안내,"[파주시청]코로나19 확진자급증,11월19일 0시 수도권 사회적거리두기 1.5단계 격상. 시민께서는 시설별 방역수칙 bit.ly/3f8oHXf 꼭 준수바랍니다. ",경기도 파주시
65441,안내,발생현황,"[횡성군청]인근 지역에서 코로나19 확진자가 계속하여 발생하고 있으니, 타지역 방문자제, 마스크 착용 및 개인방역수칙을 철저히 준수하여 주시기 바랍니다. ",강원도 횡성군
65450,안내,행정안내,"[영월군청] 11.13.부터 마스크착용 행정명령에 따라, 영월군은 12.1(화)부터 마스크 미착용시 과태료가 부과됩니다. 외출시 마스크 착용 준수 바랍니다. ",강원도 영월군
65455,안내,행정안내,[울산광역시] 매주 수요일 오후 5시 「울산 시민 방역의 날」 운영. 내 주변과 생활공간을 소독하고 마스크 꼭 쓰기로 생활 속 방역을 실천 바랍니다. ,울산광역시 전체
65456,안내,행정안내,[기장군] 11.13(금)부터 거리두기 단계별 기준에 따라 마스크 미착용시 과태료가 부과됩니다. 모두의 안전을 위해 외출시 마스크를 꼭 착용하여 주시기 바랍니다. ,부산광역시 기장군
65461,안내,발생현황,"[문경시청]최근여행모임 증가에 따라 코로나 확진자가 전국적으로 확산됨에 따라 코로나 확산방지를 위해 가족모임,예식장,장례식장 등 참석을 자제해 주시기 바랍니다. ",경상북도 문경시
65468,안내,발생현황,"[남해군청] 경남, 전남 인근시군에서 확진자가 발생하고 있습니다. 군민께서는 발생지역 방문자제 및 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ",경상남도 남해군
65482,안내,발생현황,"[안산시청]최근 관내 수영장에서 확진자가 다수 발생하고 있습니다. 수영장 이용 중 대화금지▲락카룸, 휴게실 내 대화자제▲거리두기▲마스크 바르게 착용바랍니다. ",경기도 안산시
65483,안내,개인방역수칙,"[영암군청] 식당, 카페, 주점, 병원 등 생활 속 감염 확산이 증가하고 있습니다. ▲동선최소화 ▲마스크 착용 ▲의심증상 발생시 외출자제 및 보건소 상담바랍니다. ",전라남도 영암군
65487,안내,행정안내,"[중대본]서울·경기는 11.19부터 거리두기 1.5단계로 격상(인천은11.23∼) 다중이용시설 이용인원 제한 등이 추가되고,마스크 착용,환기·소독 등 의무화됩니다 ","강원도 전체,경기도 전체,경상남도 전체,경상북도 전체,광주광역시 전체,대구광역시 전체,대전광역시 전체,부산광역시 전체,서울특별시 전체,울산광역시 전체,인천광역시 전체,전라남도 전체,전라북도 전체,제주특별자치도 전체,충청남도 전체,충청북도 전체,세종특별자치시"
65496,안내,행정안내,"[포천시청] 코로나19 확진자 증가로 19일부터 포천시보건소 진료업무를 일시 중지합니다. 외출, 소모임, 김장 활동시 마스크 착용 및 방역 수칙 준수 바랍니다. ",경기도 포천시
65497,안내,발생현황,[고성군청] 인근 시군에서 확진자가 지속적으로 발생하고 있습니다. 타지역 방문 자제 및 마스크 착용 등 방역수칙을 반드시 준수하여 주시기 바랍니다. ,경상남도 고성군
65502,안내,발생현황,"[구례군청] 하동, 순천, 광양에서 코로나19 확진자가 지속 발생중입니다. 타지역 방문및 모임을 자제하고, 실내외 활동 시 반드시 마스크 착용 하시기 바랍니다. ",전라남도 구례군
65503,안내,행정안내,[평택시청]코로나19 대응단계 11.19(목) 0시 1.5단계로 격상/자세한사항은 블로그 참고. blog.naver.com/pt_story/222147583394 ,경기도 평택시
65506,안내,행정안내,"[음성군청]코로나19 확산으로 수도권,충남,강원권 사회적 거리두기 1.5단계 상향 및 음성군 확진자 지속발생,확진자 다수발생 지역 친인척,지인 왕래 강력자제 요청 ",충청북도 음성군
65507,안내,개인방역수칙,"[음성군청]기침, 발열 등 유증상자는 보건소 상담 및 식당,카페 등 다중이용 영업점 방문 자제와 마스크 착용 등 방역수칙을 준수바랍니다. ",충청북도 음성군
65511,안내,행정안내,"[임실군청] 수도권(11.19) 및 타지역 거리두기 1.5단계 격상에 따라 소모임,송년회,타지역 방문 자제 및 마스크 의무착용 바랍니다. ",전라북도 임실군
65512,안내,행정안내,"[강원도청] 코로나19로 인한 소득감소자는 11월30일까지 긴급생계지원 신청바랍니다. (문의 : 읍면동사무소)(단, 정부지원금중복신청자 등은 제외) ",강원도 전체
65514,안내,행정안내,"[양구군청] 금일 17시부터 해안면사무소에 임시선별진료소를 운영하오니, 코로나19 의심증상이 있으신 분들은 검사를 받으시기 바랍니다. ",강원도 양구군
65517,안내,발생현황,"[함양군청] 코로나19 타지역 확진자 계속 발생, 타지역 방문 자제, 마스크착용 의무(위반시 과태료10만원) 등 개인 방역수칙 준수 바랍니다. ",경상남도 함양군
65519,안내,발생현황,"[문경시청](2-1)코로나 확진자가 전국적으로 확산되고 있습니다. 코로나 확산방지를 위해 가족모임(김장담그기),예식장,장례식장 등 참석을 자제해 주시기 바랍니다. ",경상북도 문경시
65522,안내,개인방역수칙,"[문경시청](2-2)마스크 착용 등 방역수칙을 준수하시고 발열, 기침 등 이상증상 발생 시 보건소로 상담바랍니다.(054-550-8208) ",경상북도 문경시
65534,안내,행정안내,"[무안군청]목포시 확진자가 지속 발생됨에 따라, 삼향읍(오룡포함)지역을 거리두기 1.5단계로 11.19. 00시부터 격상. 자세한 사항은 무안군홈페이지 확인. ",전라남도 무안군
65539,안내,발생현황,"[영주시청]타지역 거주자의 김장(가족모임), 결혼·장례식장 참석으로 확진자가 증가하고 있습니다. 지역감염을 막기 위해 모임,타지역 방문을 자제해주시기 바랍니다. ",경상북도 영주시
65543,안내,발생현황,"[안동시청]최근 가족간 모임행사 등으로 도내에 다수의 확진자 발생/코로나 확산방지를 위하여 가족간 모임행사, 김장행사 등 자제하여 주시기 바랍니다. ",경상북도 안동시
65559,안내,행정안내,"[목포시청] 확진자가 지속 발생됨에 따라, 11.19부터 거리두기가 1.5단계로 격상됩니다. 자세한 사항은 목포시 홈페이지를 참고하시기 바랍니다. ",전라남도 목포시
65560,안내,행정안내,"[포천시청]코로나19 확진자 증가로 업무집중을 위하여 19일부터 포천시보건소 일반진료업무를 일시 중지합니다. 마스크착용, 사회적거리 등 방역수칙 준수바랍니다. ",경기도 포천시
65597,안내,발생현황,"[음성군청]최근음성군 코로나19 확진자 급증. 기침,발열등의 증상이 있는데도 학교등교,직장출근,식당,목욕탕,pc방등을 방문.공간이용 동료,손님이 접촉자로 분류되어 ",충청북도 음성군
65616,안내,행정안내,[영덕군청] 다중이용시설에 대해 방역대책반 운영 및 방역수칙 준수여부 점검을 오늘부터 실시하오니 방역수칙 이행에 철저를 기해주시기 바랍니다. ,경상북도 영덕군
65618,안내,발생현황,[남해군청] 인근 시군에서 확진자가 지속적으로 발생하고 있습니다. 군민께서는 타지역 방문자제 및 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ,경상남도 남해군
65625,안내,발생현황,"[장성군청] 최근 코로나19 확진자가 급증하고 있어 군민께서는 가급적 외출과 모임 자제, 마스크착용 철저, 의심증상 발생시 장성군 보건소에서 즉시 검사바랍니다. ",전라남도 장성군
65626,안내,발생현황,[제천시청] 원주 등 인근 지역에서 코로나19가 빠르게 확산되고 있습니다. 타 지역 방문을 자제하여 주시고 마스크 착용을 의무화하여 주시기 바랍니다. ,충청북도 제천시
65645,안내,발생현황,"[상주시청] 최근 가족간 모임행사 등으로 도내에 다수의 확진자 발생/ 코로나 확산 방지를 위하여 가족간 모임행사, 김장행사 등 자제해주시기 바랍니다. ",경상북도 상주시
65647,안내,행정안내,"[무안군청]오늘부터 삼향읍(오룡포함) 거리두기 1.5단계 적용. 다중이용시설 이용인원 제한 등이 추가되고 마스크 착용,환기·소독 등 수칙이 의무화됩니다. ",전라남도 무안군
65649,안내,발생현황,"[산청군청]인근지역에서 코로나19 확진자가 계속 발생하고 있으니, 가급적 타지역 방문을 자제하여 주시고 마스크 착용 등 개인 위생관리에 만전을 기해주시기 바랍니다 ",경상남도 산청군
65650,안내,개인방역수칙,"[강진군청]광주,목포,순천,광양,나주,화순에서 코로나19 확산중입니다. 발생지역 방문과 모임,회식 자제하고, 실내.외 항상 마스크 착용등 방역수칙 준수하기바랍니다 ",전라남도 강진군
65653,안내,개인방역수칙,"[강원도청] 코로나19 감염병이 ""감장담그기"" 행사까지 침범했습니다. 가족과 동료를 위해 세대별 김장, 마스크 완벽착용, 소모임 자제를 부탁드립니다. ",강원도 전체
65664,안내,발생현황,[구례군청] 전국적으로 코로나19 확진자가 지속 발생중입니다. 식당 및 카페에서 음식·음료를 먹거나 마실때를 제외하고 항상 마스크를 착용하시기 바랍니다. ,전라남도 구례군
65665,안내,발생현황,[전남도청] 일상생활 밀접시설에서 동시다발적 감염 지속 발생! 사적 모임과 회식 자제 √증상 시 선별진료소 즉시 검사 √마스크 의무착용 √집단행사 자제 바랍니다. ,전라남도 전체
65666,안내,발생현황,"[봉화군청]최근 인근지역의 코로나19 확진자 지속적 발생으로 회식·모임 일체 자제, 타지역 가족대면 자제 등과 마스크착용으로 안전생활수칙 준수 바랍니다. ",경상북도 봉화군
65667,안내,발생현황,"[사천시청]코로나19 지역감염이 우려되는 시군 방문 자제하여 주시고, 최근5일 이내 위 지역 방문자 중 인후통, 발열 등 유증상자는 보건소에서 검사 바랍니다. ",경상남도 사천시
65669,안내,개인방역수칙,"[청송군청] 코로나19 확산방지를 위해 가족모임, 회식, 타지역 방문 자제, 마스크 의무착용 등 방역수칙 준수바랍니다. ",경상북도 청송군
65677,안내,발생현황,"[남동구청] 관내 동창회, 산행, 동호회 등 식사모임에서 집단감염이 계속 발생하고 있습니다. 소모임 후 식사 및 음주행위를 자제하시기 바랍니다. ",인천광역시 남동구
65683,안내,개인방역수칙,"[함양군청] 코로나19 확산방지를 위해 가족모임, 회식, 타지역 방문 자제와 다중시설 이용 및 외출 시 마스크 착용 등 방역수칙 준수바랍니다. ",경상남도 함양군
65690,안내,개인방역수칙,"[인천광역시]동창회,가족의 식당모임 등을 통한 소규모집단감염이 증가하고 있습니다. 모임을 자제하고 코로나증상의심시 접촉을 피해 즉각 거주지보건소에서 검사바랍니다. ",인천광역시 전체
65701,안내,발생현황,"[경북도청]경북도내 코로나 확진자가 확산되고 있습니다.마스크착용 등 방역수칙을 준수하여 주시고 가족·지인간 모임, 예식장·장례식장 참석을 자제해 주시기 바랍니다. ",경상북도 전체
65703,안내,개인방역수칙,"[사천시청]코로나19 확산 방지를 위해 회식이나 모임을 가급적 자제하여 주시고, 다중이용시설 방문 시 마스크 착용 등 개인 방역 수칙을 준수바랍니다. ",경상남도 사천시
65704,안내,발생현황,"[진천군청]수도권, 인근 지자체에서 코로나19 확진자가 지속적으로 발생함에 따라 군민께서는 발생지역 방문 자제 및 마스크착용 등 방역수칙을 준수하시기 바랍니다. ",충청북도 진천군
65707,안내,행정안내,"[파주시청]코로나19 확진 1명 발생(운정2동). 동선조사후 vo.la/sStRC 공개예정. 거리두기 1.5단계 격상, 소모임·가족 간 모임도 안전하지 않습니다. ",경기도 파주시
65724,안내,발생현황,"[김천시청] 수도권, 인근 시군에서 코로나19 확진자가 지속 발생, 가족·지인간 모임, 예식장·장례식장, 타지역 방문 등을 자제하여 주시기 바랍니다. ",경상북도 김천시
65727,안내,행정안내,"[울진군청]오늘부터 수능특별방역기간(11.19.~12.3)입니다. 수험생을 위해 각종 모임, 외부가족 및 타지역 방문 자제요청. 마스크 착용 등 방역수칙 준수바람 ",경상북도 울진군
65732,안내,행정안내,"[인천광역시]인천시(강화,옹진 제외)는 11.23(월)부터 거리두기 1.5단계로 강화되니 다중시설 입장인원 제한,마스크 착용,환기,소독 등 방역수칙 준수바랍니다. ",인천광역시 전체
65744,안내,행정안내,[기장군] 11.13(금)부터 거리두기 단계별 기준에 따라 마스크 미착용시 과태료가 부과됩니다. 모두의 안전을 위해 외출시 마스크를 꼭 착용하여 주시기 바랍니다. ,부산광역시 기장군
65746,안내,개인방역수칙,"[대구광역시]코로나19 감염이 생활 속 전반에서 발생중입니다. 나와 가족, 이웃의 안전을 위해 마스크 착용을 꼭 부탁드리며 의심 증상시 보건소로 연락 바랍니다. ",대구광역시 전체
65747,안내,발생현황,"[함평군청] 광주 전남 등 코로나 감염자가 지속 발생, 군민들께서는 확산, 차단을 위해 가족, 지인 모임 등을 자제해 주시고 발열 등 유증상시 보건소 검진바랍니다 ",전라남도 함평군
65749,안내,발생현황,"[창녕군청]코로나19 확진자가 소모임,다중이용시설을 통해 계속 발생하고 있습니다. 각종 모임을 자제하여 주시고 마스크 착용,거리두기 등 방역수칙을 준수바랍니다. ",경상남도 창녕군
65751,안내,발생현황,"[고성군청]수도권 및 인근 시군에서 코로나19 확진자가 지속 발생하고 있습니다. 가족·지인간 모임, 예식장·장례식장, 타지역 방문 등을 자제하여 주시기 바랍니다. ",경상남도 고성군
65767,안내,발생현황,"[함양군청] 코로나19 지역감염 확산세, 감기와 코로나 동시 검사 보험 적용 실시, 인후통, 발열 등 호흡기 관련 유증상자는 보건소에서 상담 받으시기 바랍니다. ",경상남도 함양군
65768,안내,개인방역수칙,[영암군청] 코로나19 확산방지를 위해 군민여러분의 협조가 중요합니다. ▲마스크 착용 ▲모임·행사 자제 ▲의삼증상 시 보건소상담 등 방역수칙을 꼭 준수 바랍니다. ,전라남도 영암군
65772,안내,발생현황,"[영주시청] 타지역 교류로 인한 코로나 전파가 계속되고 있습니다.코로나19 지역감염 예방을 위해 타지역 방문 및 교류, 각종 모임을 자제해주시기 바랍니다. ",경상북도 영주시
65780,안내,발생현황,[의령군] 최근 창원 하동 사천 등 인근 시군의 코로나19 확진자 집단 발생으로 감염 위험이 높으니 타지역 방문과 모임을 자제하고 방역수칙을 철저 준수 바랍니다 ,경상남도 의령군
65784,안내,발생현황,[예천군청] 인근지역 코로나19 확진자 발생에 따라 ▲대면모임 자제 ▲다중이용장소 방문 자제 ▲마스크 상시착용 등 개인별 기본 방역수칙 준수를 당부 드립니다. ,경상북도 예천군
65820,안내,발생현황,"[진도군청]광주,전남(목포,순천,광양,나주,화순) 확진자 지속 발생. 회식·모임, 단체여행과 행사를 자제하시고 마스크착용 등 방역수칙을 준수하여 주시기 바랍니다. ",전라남도 진도군
65823,안내,발생현황,"[구례군청] 순천, 하동 등에서 코로나19 확진자 지속 발생중입니다. 발생지역 방문과 모임을 자제하고, 실내외 항상 마스크 착용등 방역수칙 준수하시기 바랍니다. ",전라남도 구례군
65827,안내,발생현황,"[남동구청] 관내 동창회, 산행, 동호회 등 식사모임에서 집단감염이 계속 발생하고 있습니다. 소모임 후 식사 및 음주행위를 자제하시기 바랍니다. ",인천광역시 남동구
65842,안내,행정안내,"[순천시청]11. 20.(내일) 0시부터 사회적거리두기 2단계로 격상됩니다. 단란주점 등 유흥시설 5종은 집합이 금지되고, 다중이용시설은 운영에 제한이 따릅니다. ",전라남도 순천시
65851,안내,발생현황,[진주시청] 최근 인근지역에서 코로나19감염이 확산되고 있습니다. 인근 타지역 방문을 자제하여 주시고 일상생활에서도 마스크 착용등 개인방역수칙 준수 바랍니다. ,경상남도 진주시
65894,안내,발생현황,[남해군청] 인근 시·군에서 코로나19 감염이 확산되고 있습니다. 회식·모임·행사·단체여행을 자제하시고 일상생활에서도 마스크 착용 등 개인방역수칙 준수바랍니다. ,경상남도 남해군
65908,안내,발생현황,[상주시청] 인근 시.군에서 코로나 19 감염이 확산되고 있습니다. 회식.모임.행사.단체여행을 자제하시고 일상생활에서도 마스크 착용 등 개인방역수칙 준수바랍니다. ,경상북도 상주시
65909,안내,발생현황,"[완도군청] 최근 타지역 방문 후 확진자와 접촉한 사례가 지속 발생하고 있으니, 군민들께서는 타지역 방문 자제 및 마스크 착용 등 개인방역 수칙을 준수바랍니다. ",전라남도 완도군
65912,안내,발생현황,"[광양시청] 인근 시군에서 코로나19 확진자가 다수 발생하고 있으니 기침,목아픔,근육통,발열 등 호흡기 증상이 있으신 분은 보건소 선별진료소에서 검사 바랍니다. ",전라남도 광양시
65920,안내,개인방역수칙,"[청송군청] 코로나19 확산방지를 위해 주말 가족, 친지 모임 자제, 타지역 방문자제, 예식장, 장례식장 참석 자제, 마스크 착용 등 방역수칙 준수바랍니다. ",경상북도 청송군
65921,안내,개인방역수칙,"[구례군청]11월 7일 이후 전남지역에 127명의 코로나19 확진자가 발생하였습니다. 타지역 방문을 자제하고, 실내외 활동 시 반드시 마스크 착용하시기 바랍니다. ",전라남도 구례군
65935,안내,발생현황,"[전남도청] 코로나19가 식당·카페, PC방, 지인 모임 등 일상생활에서 동시다발 발생 중. √만남 최소화 √마스크 쓰기 √출입자명부 작성·관리에 협조 바랍니다. ",전라남도 전체
65936,안내,발생현황,"[강진군청]광주,목포,나주,무안,담양과 동부권(순천,여수,광양)에서 코로나19 감염 확진자가 다수 발생하고 있습니다. ",전라남도 강진군
65937,안내,개인방역수칙,"[강진군청] 발생지역 방문과 모임,회식,외출을 자제하고, 실내.외 항상 마스크 착용 등 방역수칙을 준수하시기 바랍니다. ",전라남도 강진군
65938,안내,개인방역수칙,"[태백시청] 코로나19 재확산을 막아야 하는 중요한 시기입니다. 가급적 모든 모임과 약속은 취소하거나 연기하고, 마스크 착용이 어려운 모임은 자제 부탁드립니다. ",강원도 태백시
65939,안내,발생현황,"[증평군청] 수도권 및 인접 시군에서 코로나19 확진자가 지속적으로 발생하고 있으니 발생지역 접촉, 소모임·행사 자제 및 외출 시 마스크 의무 착용 바랍니다. ",충청북도 증평군
65943,안내,발생현황,"[강원도청] 최근 종교활동을 통한 코로나19 감염사례가 발생하고 있습니다. 좌석 한칸 띄우기, 올바른 마스크 착용, 외출 자제를 부탁드립니다. ",강원도 전체
65945,안내,발생현황,[여수시청]최근 순천·광양 등 인근 지자체에서 코로나19가 확산되고 있으니 ▲타지역 방문 자제▲모임 및 이동동선 최소화▲실내외 활동 시 반드시 마스크 착용바랍니다 ,전라남도 여수시
65955,안내,발생현황,"[남동구청] 관내 산악회, 동창회, 동호회 등 식사모임에서 집단감염이 계속 발생하고 있습니다. 모임 활동 시 식사 및 음주 등 자제하여 주시기 바랍니다. ",인천광역시 남동구
65958,안내,개인방역수칙,"[중대본]국민 여러분께서 스스로 방역사령관이 되어▲마스크 착용,▲거리두기,▲연말 모임 자제,▲의심증상시 신속 검사 등 방역수칙을 철저하게 실천해 주시기 바랍니다. ","강원도 전체,경기도 전체,경상남도 전체,경상북도 전체,광주광역시 전체,대구광역시 전체,대전광역시 전체,부산광역시 전체,서울특별시 전체,울산광역시 전체,인천광역시 전체,전라남도 전체,전라북도 전체,제주특별자치도 전체,충청남도 전체,충청북도 전체,세종특별자치시"
65961,안내,발생현황,[서천군청] 전국 곳곳에서 코로나19 확진자가 지속 발생함에 따라 군민들께서는 발생지역 방문시 밀접접촉 자제와 마스크 착용 등 방역수칙을 준수하여 주시기바랍니다. ,충청남도 서천군
65964,안내,행정안내,"[횡성군청]11.21.0시~12.04.24시 사회적 거리두기 1.5단계 격상됩니다. 다중이용시설 이용인원 제한, 마스크착용 의무화, 모임 및 행사 자제 바랍니다. ",강원도 횡성군
65969,안내,발생현황,[파주시청]전국3일째 확진자300명대 급증.확산예방을 위해 마스크착용·모임자제 부탁드립니다.코로나19 확진1명발생(운정2동).동선 vo.la/sStRC 공개예정. ,경기도 파주시
65970,안내,발생현황,"[안동시청]전국적으로 일상생활 곳곳에서 코로나19 확진자급증 ▲모임·회식·행사·단체여행 및 타지역 방문자제▲마스크 착용, 거리두기 등 방역수칙 반드시 준수바랍니다 ",경상북도 안동시
65971,안내,발생현황,"[진주시청] 주말동안 우리시 인근지역과 순천, 광양시 등 코로나19 다수 발생지역은 여행이나 방문을 최대한 자제해 주시기 바랍니다. ",경상남도 진주시
65990,안내,발생현황,[완주군청]코로나19확산이 전국적으로 심각하며 완주군 인근 시군에서 확진자가 다수 발생하고있습니다 군민께서는 외출·모임 자제바라며 마스크착용등 방역수칙준수바랍니다 ,전라북도 완주군
66003,안내,개인방역수칙,"[광양시청] (지역 감염 확산 방지 동참) 주말 각종 모임·행사·여행 자제, 종교 활동시 식사 금지, 마스크 착용, 개인 위생 등 방역 수칙 준수 바랍니다. ",전라남도 광양시
66026,안내,행정안내,[순천시청]오늘 사회적 거리두기 2단계 격상 첫날입니다. 다중이용시설 실내에서는 물론 야외에서도 마스크 쓰기가 생활화될 수 있도록 적극 협조해 주시기 바랍니다. ,전라남도 순천시
66031,안내,발생현황,[김해시청] 소모임 식사를 통한 코로나19 감염이 폭증하고 있습니다. 나와 이웃의 건강을 위해▲소모임 식사자제▲인근 발생지역 방문자제▲손소독 철저▲마스크 착용필수 ,경상남도 김해시
66044,안내,발생현황,"[청주시청] 코로나19가 확산되고 있음. 위험지역 방문 및 외출·모임 자제, 철저한 마스크 착용, 손 씻기, 환기 등 방역수칙 준수 바랍니다. ",충청북도 청주시
66046,안내,행정안내,[남해군청]코로나19 감염이 지속되어 인근 시·군 단계격상 ▶주말 외출·모임자제 ▶마스크 착용 생활화 ▶호흡기 유증상시 선별진료소 상담받기를 지켜주시기 바랍니다. ,경상남도 남해군
66054,안내,개인방역수칙,"[기장군청] 연말, 연초 행사 모임 외출 자제 및 실내, 실외 마스크 착용 필수 등 개인방역 수칙을 준수바랍니다. ",부산광역시 기장군
66061,안내,개인방역수칙,"[경상북도청] 코로나19가 식당·카페, 지인 모임 등 일상생활에서 발생되고 있습니다. ▲마스크 의무착용 ▲의심증상 시 보건소 방문 바랍니다 ",경상북도 전체
