	MESSAGE	CATEGORY
955	[봉화군청]주말 종교행사,야외활동,소모임,다중시설 이용시 마스크착용,안전거리유지(2m)로 생활방역을 실천합시다. 유증상시 보건소로 문의주세요(679-5070~3) 	1
17818	[경남도청] 도내 확진자 동선 1월 26일(화) 10:30~13:30 창원지방법원 통영지원 방문자는 가까운 보건소에서 검사받으시기 바랍니다. 	0
1222	[고양시청]코로나19확진자4명 발생(풍동2,탄현1,백석1 거주)방역소독완료,격리병상입원[홈페이지][카카오톡 고양시 채널]참조 https://han.gl/iMmgw 	2
3133	[논산시청] 광화문 집회 참석자 검사현황 ▲58명(음성 57, 검사 중 1) 아직 검사를 받지 않으신 분은 반드시 오늘(8.25) 17시까지 받으시기 바랍니다. 	0
11005	[고양시청]코로나19 확진 14명▶803~814번(덕양구4,일산동구6,일산서구2) ▶타지역확진 고양시민 2명 https://han.gl/iMmgw 참조바랍니다 	2
19052	[부산광역시청] 2.3.(수)~2.8.(월) 금호탕(동래구 여고로113번길 67) 여탕 방문자는 동래구보건소에 검사바랍니다.(소독완료) 	0
12364	[김포시청] 335번 확진자 1명(걸포동) 12월15일 발생/ 방역 및 역학조사중/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/6wOhY 	2
14738	[고양시청]확진자 6명 발생▶1428~1432번(덕양구1,일산동구3,미소아침요양병원1) ▶타지역확진 고양시민 1명 https://han.gl/iMmgw 참조 	2
10286	[서산시청] 11.29(일) 02:30경 호수공원 초록마을 앞~서령고정문~한라비발디후문까지 운행하신 택시기사분은 보건소선별진료소(661-6522)로 문의바랍니다. 	0
8620	[미추홀구청]코로나19 확진자 3명발생(학익1동 2명, 도화1동 1명),세부내용은 홈페이지 게시하였습니다. http://michu.incheon.kr/corona 	2
2001	[광진구청]관내 47~50번 확진자(사랑제일교회 관련 추정)발생 알림. 자세한내용은 gwangjin.go.kr 확인바랍니다. 모임자제 및 대화시 마스크착용 필수! 	2
4906	[곡성군청] 코로나19예방 내가 먼저!▲벌초는 대행서비스▲고향및친지방문 자제▲만남은 영상통화▲불필요한 외출 자제▲마스크착용▲3밀장소 가지않기 등 방역수칙 준수바람 	1
22044	[광주시청] 관내 확진자 7명 발생.(관내6, 관외1) 홈페이지(corona.gjcity.go.kr) 참조하시기 바랍니다. 	2
10079	[군포시청] 확진자 2명 발생(군포213, 214). 상세내용은 군포시청 홈페이지, 블로그 등 참조바랍니다. blog.gunpo.go.kr 	2
3779	[강릉시청]코로나 대응 사회적거리두기 2단계가 시행중입니다. 행사,모임을 자제하고, 마스크착용,손소독,거리두기 등 코로나19 종식을 위해 다같이 노력합시다. 	1
9580	[기장군청] 연말, 연초 행사 모임 외출 자제 및 실내, 실외 마스크 착용 필수 등 개인방역 수칙을 준수바랍니다. 	1
18482	[철원군청] 코로나 철원213번(갈말읍, 자가격리 중 확진) 발생. 홈페이지 공개예정. 방역수칙 준수바랍니다. http://www.cwg.go.kr 	2
6465	[무안군청] 추석 특별 방역기간(9.28.~10.11.) ▲추석연휴 이동자제 ▲마스크착용 등 방역수칙 준수와 거리두기로 코로나19로부터 안전한 연휴를 보냅시다. 	1
6430	[금정구청] 평강의원(금정구 시실로 13) 9.23.(수)~9.28.(월) 방문자는 인근 보건소에 상담하시기 바랍니다. 	0
2049	[중대본] 수도권 거리두기 강화에 따라 8.19일 0시부터 서울·경기·인천지역 교회는 비대면 예배만 허용되고, 대면 모임·행사, 식사 등 활동은 금지됩니다. 	1
22525	[강북구청]확진자4명(822~825번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사받으시기 바랍니다. 	2
3873	[광명시청] 72번,73번(하안동), 74번(철산동) 확진자 발생. 병원이송 예정, 주거지 등 방역예정, 블로그공개 blog.naver.com/gmcityhall 	2
14161	[강북구청]12.20.(일) 17:00~21:00 연탄위에갈비(도봉로49길 12, 소독완료) 방문자는 강북보건소에서 검사바랍니다☎901-7704,7706 	0
5393	[목포시청] 코로나19 확산 방지를 위해 시민의 실천이 중요합니다. 마스크 착용, 외출·모임 자제, 사람간 거리두기, 밀집·밀폐 장소 가지 않기를 실천해주세요! 	1
13163	[동해시청] 동해시 60~63번 확진자(4명/삼육중 1, 해외입국자 2, 일반 1) 발생, 외출을 자제해 주시고, 마스크 착용 등 방역수칙을 준수 바랍니다. 	2
18468	[성남시청] 2.3일 3명 추가 발생하였습니다. 참여방역의 핵심은 마스크 착용, 1m이상 거리두기입니다. corona.seongnam.go.kr 	2
15841	[상주시청]1.3.(일)09:00~20:00, 1.4.(월)11:00~19:00 상주축산농협본점(서문동) 식육판매점 방문자는 가까운 선별진료소에서 검사바랍니다. 	0
9342	[강서구]22(일) 강서구 2명 확진(21일. 확진 학생과 접촉 1명, 경남 확진자 접촉 1명), 부산기타 1명(경남 확진자 접촉, 강서구내 직장, 김해거주) 	2
4402	[봉화군청]주말 종교행사 및 타지역 방문 자제, 예식장, 소모임 및 다중이용시설 이용시 마스크착용 등 개인방역수칙 준수 바랍니다. 	1
7173	[고양시청]코로나19 확진자5명 발생▶425~6번,428~9번(해외입국 외국인)▶427번(장항동 거주)[홈페이지] https://han.gl/iMmgw 참조하세요 	2
10865	[양주시청] 양주시 109번 확진자 1명 발생(접촉자, 자가격리 중 확진). 세부사항은 역학조사후 홈페이지(블로그) https://c11.kr/jwme 공개예정 	2
254	[강진군청]6.27.~28. 광주일곡중앙교회 방문자는 자가격리 대상자입니다. 검사를 받지 않은 분은 보건소(430-3592) 신고 후 검사 받으시기 바랍니다. 	0
14774	[관악구청] 코로나 확진자 14명 발생 및 우리구 확진자 역학조사 결과 공개 자세한 내용은 블로그 참고바랍니다. blog.naver.com/gwanak_gu 	2
3926	[강화군청]코로나19 확진자 3명 발생(길상면), 감염의심자는 보건소에서 검체검사 받으시기 바라며, 강화군청 카카오톡채널(kakao.com) 참고하시기 바랍니다. 	2
688	[경상북도청] 수도권감염 확산 가족간 전파 등 소규모 집단감염이 확산되고 있습니다. 마스크착용 등 생활속 거리두기 방역 수칙을 준수하여 지역감염을 차단합시다. 	1
14490	[고흥군청] 사회적 거리두기 2단계가 연장운영(12.29.~1.3.)됩니다. 5인이상 모임금지, 외출자제, 마스크 착용 등 방역수칙을 반드시 지켜주시기 바랍니다. 	1
14840	[기장군청] 1월1일 코로나19 신규확진자 1명 발생. 동선은 역학조사중입니다. 외출자제 및 마스크 착용필수 등 방역수칙 준수바랍니다. 	2
11382	[구로구청] 코로나19 확진자 2명 발생(331~332번)역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro 	2
3308	[구로구청]코로나19 확진자 8명 발생(127~134번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro 	2
3658	[하남시청] 8. 28(금) 39번,40번 확진자 발생. 역학조사 진행중으로 향후 홈페이지 공개예정입니다. 	2
7933	[성남시청] 11.2일 2명, 11.3일 2명 확진자 추가 발생, 상세내용 추후 시홈페이지에 공개예정입니다. corona.seongnam.go.kr 	2
22574	[곡성군청]3.1(월)~3.24(수) 야동전 노래연습장(광주 광역시 동구 충장로 105-1)을 방문하신 분은 주소지 관할 선별진료소에서 검사 받으시기 바랍니다. 	0
11767	[단양군청]인근지역에서 코로나19 확진자가 지속 발생하고 있습니다. 타지역 방문,모임을 자제하시고 집에 머무르기,마스크 착용,거리두기에 동참하여 주시기 바랍니다. 	1
2564	[관악구청] 169~173번째 확진자(완치자 146명) 발생 및 159, 160, 165번째 확진자 역학조사결과 공개 blog.naver.com/gwanak_gu 	2
1460	[과천시청]8.14. 용인162번 확진자(관내직장인) 발생, 접촉자 검사 및 동선 소독완료. 이동경로 추가시 홈페이지, 마당앱을 통해 공개 하겠습니다. 	2
549	[영주시청] 코로나19예방을 위해 밀집,밀접,밀폐 다중이용시설 방문을 자제해 주시고, 외출시 반드시 마스크착용, 손씻기 등 생활방역수칙을 준수해주시기 바랍니다 	1
14345	[김해시청] 12.22(화) 10:05 김해시외버스터미널 출발/양산 경유/11:45 울산시외버스터미널 도착 경남고속버스이용객은 가까운 보건소에 상담바랍니다. 	0
16858	[부산시] 자드피씨방(금정구 중앙대로1719번길 37, 부곡동) 1.11(월) 33번PC(17:46~20:58) 사용자는 금정구 보건소에 연락바랍니다.(소독완료) 	0
1252	[강진군청] 7.30.~8.8. 남대문시장 내 케네디상가 방문자는 유증상 시 강진군보건소 선별진료소에서 검사하시기 바랍니다. 	1
20394	[담양군청]식사·주류 등을 동반한 모임 자제, 실내 가급적 짧은 시간 머물고 대화 시 마스크 착용, 실내 주기적 환기 등 방역수칙 준수 바랍니다. 	1
7044	[동두천시청] 동두천시 24번~25번 확진자 발생(동두천시 22번 접촉자), 자세한 사항은 역학조사 후 홈페이지 공개 예정입니다. 	2
21142	[이천시청] 이천시 353~362번 확진자 발생, 신속한 역학조사 및 방역조치 중입니다. 생활방역수칙을 준수하시기 바랍니다. 	2
14957	[부산시]12.24.(목)17:47~18:17,12.25.(금) 12:28~49 시내버스37번부산종합터미널-솔빛공원 노선탑승객 중 유증상자는 보건소 상담바랍니다. 	0
19264	[보성군] 안전한 '설 연휴' 보내기 ▲5인 이상 사적인 모임 금지 ▲의심증상 있으면 보건소 검사 받기 ▲모든 일상에서 마스크 착용 등 방역수칙 준수 바랍니다. 	1
17245	[강진군청] 1. 20.(수) 19:03~19:33 위 시간대 방문자는 강진군 보건소 선별진료소 검사바랍니다. 	0
16583	[강진군청] 영암 관음사 관련, 강진코로나 확진자 발생으로 1월 16일부터 별도 통보시까지 복지회관 및 경로당 운영을 중단합니다. 	1
13185	[거제시청]거제시 111~113번 확진자 발생, 접촉자 역학조사 중, 코로나19 전담병원 이송 및 방역조치 완료 / 마스크 상시 착용 및 타지역방문 자제바랍니다. 	2
19421	[사천시청]2.15(월)~28(일) 사회적 거리두기 1.5단계로 완화(유흥시설,방문판매업 22시까지 영업, 식당,카페 영업시간 해제, 5인이상 사적 모임금지유지) 	1
7413	[광주시청] SRC재활병원 관련 추가 확진자(134번~138번) 5명 발생, 추후 확인사항은 홈페이지에 공개하겠습니다. 	2
7196	[경상북도청]사회적 거리두기가 1단계로 완화되었습니다. 마스크 착용, 손 씻기, 생활속 거리두기 등 개인방역수칙을 더욱 준수하여 코로나19 집단감염을 예방합시다. 	1
726	[담양군청] 광주 174, 175번 확진자 관련 7.14.(화) 18:54~20:57 첨단 오션스파(광산구 월계로 203) 방문자는 관할 보건소로 상담바랍니다. 	0
2471	[김제시청]전북60번째 확진자 가족및 접촉자5명 음성판정받았으며, 방역조치완료. 8.15 광화문집회참석자는 보건소 선별진료소에서 진단검사를 받으시기 바랍니다 	0
18855	[서대문구청]코로나19. 692번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory 	2
7185	[강릉시청]10.10.(토) 12:07~13:38 주문진 웅이네회포차(해안로1775)방문자는 내일오전중 보건소선별진료소에서 반드시 검사바랍니다.660-3090~4 	0
8651	[김포시청] 11월 3일(화) ~ 11월14일(토) 장기동, 마산동, 운양동 소재 노래연습장을 방문하신분은 김포시보건소로 연락바랍니다 031-5186-4051~3 	0
12925	[파주시청]코로나19 확진자1명 발생(문산읍-가족감염)동선공개예정 vo.la/sStRC 임시선별검사소 안내 : 운정 공원관리사업소내 vo.la/yhvr6 	2
15700	[무안군청] 1월 7일 오전 부산에서 실시한 '대면예배 허용요구 집회' 참석자는 반드시 보건소 선별진료소에서 코로나19 검사를 받으시기 바랍니다. 	0
2199	[고양시청]코로나19 확진자 5명(대화동1,정발산동2,덕이동1,식사동1 거주)발생[홈페이지][카카오톡 고양시 채널]참조 https://han.gl/iMmgw 	2
12678	[부산시]12.11.(금)15:19~16:03 시내버스1004번(번호71자3680) 경남은행역(김해)~롯데호텔백화점(서면역) 이용자는 인근보건소에 방문상담바랍니다 	0
4140	[동작구청] 162번,170~173번 확진자 동선공개, 구 홈페이지 및 블로그, SNS 확인하여주시기 바랍니다. blog.naver.com/dongjaksaran 	2
14912	[김해시청] 12/28(월) 12:00~13:05 한성김치찜 본점(삼계중앙로 97) 방문자는 인근 보건소에서 검사 받으시길 바랍니다. 	0
5055	[동대문구청]오늘 우리 동대문구 확진자 수가 다시 3명으로 증가했습니다. 구민 여러분께서는 기본 예방수칙을 준수해 주시기를 각별히 부탁드립니다. 	1
13465	[동해시청]동해시 코로나19 확진자 84~87번 발생,잠시 멈춤, 모임 자제, 거리두기, 마스크 착용 등으로 코로나19 확산세가 진정 될 수 있도록 협조바랍니다. 	2
2321	[상주시청] 8.15 광화문 집회 참석자 및 8.7~13 성북구 사랑제일교회 방문자는 증상유무관계없이 외출 자제하고 상주시보건소에서 검사를 꼭 받으시길 바랍니다. 	0
441	[청양군청]현재 청양군 코로나19 확진자 없음. 타지역 방문자제, 마스크 필수착용, 올바른 손씻기, 사회적 거리두기 등 방역수칙을 준수 바랍니다. 	1
17181	[남양주시청] 1.20.(수) 3명(타지역 거주 1명 포함) 추가, 1.21(목) 3명 코로나19 확진. 방역사항은 홈페이지 참고바랍니다. c11.kr/nyjc 	2
6871	[노원구청] 대진고 2학년 학생 확진자 발생. 2학년 학생 및 교직원 대진고등학교 임시 현장 선별진료소에서 전수검사 중입니다. 	2
6816	[기장군 3단계 준하는 사회적 거리두기 4원칙 안내] 1.외출시 마스크 착용 필수 2.필수적 사회경제 활동 외 모든 활동 자제 	1
14642	[부산시]12/28 부산성모병원(08:50~10:00신경외과,11:55~12:05영상의학과)에서 진료받은 분은 인근보건소에 상담바랍니다.(소독완료) 	0
19122	[부산시] 2.10(수) 13:40~13:50 사상역 2번출구 - 사상구보건소 3,300원을 계좌이체로 수납받으신 택시기사님은 사상구 보건소에 연락바랍니다. 	0
14495	[공주시청] 사회적 거리두기 2단계 연장 ▲12.29.~1.3. ▲(식당) 21시~익일 05시까지 포장·배달만 허용 ▲(카페) 영업시간 전체 포장·배달만 허용 	1
188	[순천시청]3. 예식장,장례식장 등 밀집·밀접시설 방문자제 4. 소모임,술자리 등 밀폐된 장소 방문 않기 5. 의심 증상 있을 시 보건소 상담 및 출근 하지 않기 	1
6684	[상주시청] 연휴 마지막 날, 집에서 편안하게 마무리, 비대면 종교활동 협조, 밀집된 공간 방문 자제, 불필요한 외출은 삼가주시길 당부드립니다. 	1
13344	[영암군청] 코로나19 해외입국 확진자 발생 안내 ▲12월 20일 입국 즉시 시설격리되어 별도동선 및 접촉자없음 ▲마스크 착용 등 반드시 방역수칙을 준수바랍니다. 	1
14470	[부산시]12.25.(금) 07:45~11:47 아주탕 여탕(부산 북구 기찰로129번길 52) 방문하신 분은 북구보건소로 상담 바랍니다.(소독완료) 	0
19633	[서초구청]1045~1053번 확진자(9명)발생. 상세내용 홈페이지(seocho.go.kr)확인. 5인이상 사적모임 금지, 마스크 착용 등 방역수칙 준수바랍니다. 	2
18055	[사상구청] 1.30.(토) 사상구 확진자 2명 발생. 5인 이상 사적모임 금지, 마스크 상시 착용 등 철저한 방역수칙 준수 바랍니다. 	2
1652	[남동구청] 코로나19 확진자 2명(구월4동, 54번째 확진자 접촉자) 발생. 세부 이동동선 등 홈페이지 및 블로그에 게시. reurl.kr/33098E9BSU 	2
10171	[광주광역시]오늘 현재 확진자 4명 발생하여 총700명입니다. 697번 월곡동, 698번 수완동, 699번 운남동, 700번 장덕동 거주자로 동선은 조사중입니다. 	2
18211	[부산시]2021.1.27.(수) 12:15~13:00, 삼성여고→서부시외버스터미널(161번버스) 노선 이용자는 인근 보건소에 상담 바랍니다.(소독완료) 	0
21997	[무주군청] 무주 6번 확진자 발생▲역학조사 진행중으로 완료되는 대로 정보공개▲발열, 기침, 미각상실 등 증상시 신속하게 보건의료원에서 검사받으시기 바랍니다. 	2
9192	[광명시청] 147번째 확진자 발생. 하안동 거주. 격리병원 이송예정, 주거지 등 방역예정, 블로그공개 blog.naver.com/gmcityhall 	2
10353	[구리시청]확진자 구리1명/타지역1명 발생. 11.26~30 롯데백화점3층 비너스와코루 방문한 유증상자는 상담후 검사요망 eguri.kr/222159875944 	2
19594	[공주시청] 확진자 1명 발생. 공주92번(60대, 공주의료원 관련) 역학조사 중으로 자세한 내용은 시 홈페이지 참고바랍니다. 	2
8409	[사천시청] 11.6.(금) 12:30~13:30 국빈장어식당 방문자는 삼천포보건센터에서 검사받으시기 바랍니다. 	0
22092	[남원시청] 전라북도 내 코로나19 확산추세가 심각하오니 시민들께서는 타지역 방문 및 외출자제, 유증상시 바로 검사바랍니다. 	0
10395	[김포시청] 237번~241번 확진자 5명(풍무동,고촌읍,장기동,양촌읍,사우동) 12월 2일 발생/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/B4IBs 	2
20048	[무안군청](타지역 코로나19확진자 동선관련)2.16(화)22~24시 남악지젤호프(방역소독완료)방문자는 증상 관계없이 인근 선별진료소에서 검사받으시기바랍니다. 	0
12149	[김해시청] 김해110번 확진자 발생/ 발생 경위 및 동선 조사중/ 소독 진행중 마스크 상시 착용바랍니다. 	2
13111	[구리시청] 구리시 확진자 1명 발생. 방역소독 및 역학조사중입니다. 올바른 마스크 착용 등 방역수칙 준수 eguri.kr/222179539218 	2
17185	[수원시청] 팔달구 1명, 영통구 4명 확진자 발생. 자택 및 주변 소독 예정, 동선은 역학조사 후 SNS 및 홈페이지에 공개하겠습니다. 	2
14330	[상주시청] 12. 26. 낮 12시경 3주공정류소 앞 택시승강장에서 예담몬테소리유치원 앞으로 가는 승객을 태운 택시기사님은 보건소 선별진료소에서 검사바랍니다. 	0
8955	[목포시청]11/16 꽃마름(목포하당점)방문자 중 비씨카드결제자(19:16), 신한카드결제자(20:04), 농협카드결제자(20:13)는 목포시보건소로 연락바랍니다 	0
11112	[군포시청] 확진자 7명 발생(군포241~247). 상세내용은 군포시청 홈페이지, SNS 등 참조바랍니다. pf.kakao.com/_eDSsxb 	2
20397	[무안군청] 코로나19 관련 남악복합주민센터에서 임시선별검사소를 2.25.~2.28. 10시~17시까지 운영합니다. 의심증상이 있으신 경우 검사바랍니다. 	0
12382	[서산시청] 서산 107번 확진자 발생(서산 104번 접촉자, 음암면, 20대) 정밀역학조사 중. 자세한 사항은 다시 알려드리겠습니다. 	2
20560	[의성군청]의성110~115,117,121,122,125~127번확진자동선안내 2.22(월)16:10~16:55의성중부농협하나로마트(소독완료)방문자는검사바랍니다. 	0
20996	[노원구청] 3.4(목) 오후 확진자 6명발생(1256~1261). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다 	2
22387	[고령군청]고령군 40번,41번 코로나 확진자 발생. 외국인근로자 2차 전수검사 중 확진판정 받았으며 이동동선 및 접촉자 역학조사 중입니다. 	2
12632	[군위군청]전국 요양원ㆍ종교시설 관련 확진자가 급증하고 있습니다. 타지역 방문 및 연말 행사, 모임을 자제하여 주시고 마스크 착용 등 개인방역수칙 준수바랍니다 	1
3770	[김포시청] 장기동 거주 서울 영등포구 확진자 1명 8월29일 발생/ 긴급방역 및 병원이송 예정/ 역학조사중/ 세부사항 김포시 블로그 참조 vo.la/rXJH3 	2
9354	[김천시청] 39번 확진자 동선, 11.14.(토) 23:00~11.15(일) 00:30 포차천국(대신동) 방문자는 보건소 선별진료소 검사바랍니다. 	0
6146	[도봉구청]9.26(토)확진자 5명발생(193~197번 황실사우나관련4,쌍문3동1). 황실사우나 세신사(여탕) 확진에 따라 9.20이후 동 사우나 이용자 검사요망 	0
20559	[의성군청]의성110~115,117,121,122,125~127번확진자동선안내 2.22(월)11:00~11:40대구지방법원의성지원(소독완료)방문자는검사바랍니다. 	0
10177	[부산시] 11.21(토) 09:10~12:03. 형광목욕탕(사상구 덕상로9. 덕포동) 여탕 방문자 중 상담을 아직 받지 않으신분은 사상구 보건소로 연락바랍니다. 	0
20604	[강남구청] 2.15~20 대치참약국(남부순환로 2927) 방문자는 인근 보건소에서 즉시 검체검사 바랍니다(gangnam.go.kr). 	0
22714	[도봉구청] 3.27(토) 확진자 1명 발생(987번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다. 	2
651	[구례군청] 광주,수도권,대전에서 코로나19 확진자가 증가하고 있습니다. 타지역,방문판매업소 방문과 모임을 삼가시고, 외출시 마스크를 반드시 착용하시기 바랍니다. 	1
14938	[남양주시청] 1.1.(금) 남양주 시민 9명(타지역 1명 포함) 코로나19 확진. 방역사항은 홈페이지 참고바랍니다. c11.kr/nyjc 	2
14487	[서산시청] 서산142번 확진자 발생(서산98번 접촉자, 음암면, 30대 / 자가격리 해제전 검사) 정밀역학조사중. 자세한 사항은 다시 알려드리겠습니다. 	2
12725	[평창군청] 대관령면 상지고 확진자 5명 후송조치 완료. 관련접촉자 154명 검사진행중이며, 역학조사 완료후 홈페이지 공개예정이니 방역수칙 준수 바랍니다. 	2
20265	[이천시청] 이천시 264~265번 확진자 발생, 역학조사 및 방역조치 중입니다. 생활방역수칙을 준수하시기 바랍니다. 	2
7085	[김천시청] 코로나19, 25번(해외입국자) 확진자 발생 자가격리 중 양성판정, 이동동선 없음, 거주지 소독완료 	2
2571	[남원시] 코로나19확산으로 마스크 쓰기, 모임 및 종교활동 자제, 집에 머물기 등 방역 수칙을 철저히 지켜주시기 바랍니다.(063-625-1339) 	1
8742	[동구청] 코로나19 확진자 1명(서울 금천구 거주자) 발생. 역학조사 진행중, 이동동선 방역소독 완료. 	2
7753	[광명시청] 133번째 확진자 발생. 소하동 거주. 격리병원 이송예정, 주거지 등 방역예정, 블로그공개 blog.naver.com/gmcityhall 	2
22112	[과천시청] 과천117번 확진자(자가격리중) 발생 역학조사중. 상세내용은 시홈페이지 및 과천마당앱 등에 공개예정입니다 www.gccity.go.kr 	2
21417	[구미시청]확진자 3명 발생(관내확진자 접촉 1, 타지역확진자 접촉 2). 5인이상 사적모임금지, 불필요한 외출자제, 철저한 마스크착용 등 방역수칙 준수바랍니다. 	2
19360	[계양구청] 계양구 449번~450번 코로나19 확진환자 2명 발생(확진환자의 접촉자). 역학조사 및 방역 중. blog.naver.com/gyeyang_gu 	2
8266	[강서구청] 강서구 확진자 5명 발생(염창,화곡3,우장산,가양2)안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi 	2
13741	[구리시청] 구리시 확진자 3명 발생. 방역소독 및 역학조사중입니다. 올바른 마스크 착용 등 방역수칙 준수 eguri.kr/222183887720 	2
12648	[김천시청] 코로나19, 71번 확진자(자산동) 발생, 역학 조사중, 이동동선은 추후 공개하겠습니다. 	2
15548	[동구청] 1.6.(수) 동구 신규 확진 4명. 감기증상 있거나 후각, 미각 소실 시 바로 검사바랍니다. 	0
6363	[파주시청]코로나19 확진1명 발생(운정3동). 동선조사후 vo.la/sStRC 공개예정. 추석명절 모임·여행자제, 사회적거리두기 등 감염병예방 함께 노력합시다. 	2
12036	[김해시청] 코로나19 확진자 급증으로 연말연시 모임은 취소해주시고 타지역 방문 자제 및 모임·식사 금지 등 강화된 방역수칙을 꼭 지켜주시기 바랍니다. 	1
10416	[강동구청]12.2.(수)10시 기준 코로나19 확진자 8명 발생 및 명일중학교 관련 검사결과 안내. 세부내용은 홈페이지(c19.gd.go.kr)를 참고바랍니다. 	2
13475	[노원구청] 오늘(12.22) 오후 확진자 19명 발생(690~708번). 동선 역학조사후 홈페이지, blog.naver.com/goodnowon에 공개하겠습니다 	2
20355	[의성군청]의성91,98,99번확진자관내동선안내 2.20(토) 09:30~10:30 봉양 제남병원(소독완료) 방문자는 선별진료소 검사바랍니다. 	0
11435	[가평군청] 가평84번(강북구 확진자 관련), 85번(83번 관련) 확진자 발생. 역학조사 중이며 추후 이동동선 공개예정. 불필요한 소모임 및 이동 자제. 	2
8397	[고흥군청]순천, 광양, 여수에서 감염경로가 불분명한 확진자가 지속적으로 발생하고 있습니다. 발열, 기침등 감기증상 있는 분은 선별진료소로 방문하시기 바랍니다. 	1
21780	[김포시청] 김포시 960번~965번 확진자 6명, 3월 16일 발생/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/KABTJ 	2
10101	[상주시청] 행사, 모임, 여행, 외출 자제 및 실내외 마스크 착용 필수 등 방역수칙 준수바랍니다. 	1
19320	[동대문구청]948~951번 확진자발생 ddm.go.kr 참조하시고, 남은 명절연휴도 가급적 집에 머물러 주시고, 5인이상 집합금지 및 방역수칙 준수 당부드립니다 	2
14988	[계룡시청] 계룡13번 확진자 1명 발생, 자가격리 조치중 발생으로 방문 장소는 없습니다. 	2
16658	[거창군청]거창 확진자 관련, 1.13(수) 11:00~14:00경 가조면 동아탕(여탕) 방문자는 거창군보건소에서 검사받으시기 바랍니다.(940-8335) 	0
7344	[보령시청] 단풍산행자제, 단체식사자제, 산행시 마스크 착용 등 단풍철 코로나19 방역수칙 준수로 가을산행, 안전과 동행하세요. 개인방역수칙을 반드시 지켜주세요. 	1
17153	[김포시청] 김포시 616번~618번 확진자 3명, 1월 21일 발생/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/wzB0X 	2
14105	[부평구청]확진환자 8명 발생(확진환자 접촉5명/가족 2명/자가격리중 1명). 역학조사중. 방역예정. blog.naver.com/withbupyeong 	2
19312	[봉화군청]사회적거리두기 안내▲기간:2.15(월)~2.28(일)▲노래연습장·식당·카페·실내체육 운영시간제한 해제▲유흥시설 22시로 운영제한▲5인이상 사적모임금지 	1
17828	[동두천시청] 동두천시 100번 확진자 발생(유증상자), 홈페이지 및 블로그 참고바랍니다. naver.me/xyU8abCf 	2
11322	[구례군청]①오늘(12.8.) 거리두기 2단계 격상. 유흥시설·노래연습장·실내체육시설 22시이후 운영중단▶카페 포장·배달만 가능▶식당 22시이후 포장·배달만 가능 	1
10039	[광주광역시] 어제(28일) 확진자 8명(기공개5명) 발생하여 총 683명입니다. 681번 월계동, 682번 수완동, 683번 신가동 거주자로 동선은 조사중입니다 	2
20043	[부천시청] 코로나19 확진자 12명발생 [원미권역 5명, 소사권역 5명, 오정권역 2명] 인근지역 방역소독완료 blog.naver.com/bucheon-city 	2
6033	[구로구청]코로나19 확진자 4명 발생(174~177번),역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro 	2
3980	[구례군청] 구례2번 확진자와 동선이 겹치시는 분은 선별진료소(061-780-2673)로 검사받으시기 바랍니다. 	0
17026	[중대본] 코로나19 예방을 위해 ‘5인부터의 사적모임 금지’, ‘직장에서 마스크 착용’, ‘유증상시 검사받고 집에서도 마스크 착용’ 등을 실천해 주시기 바랍니다 	1
11146	[구례군청] 12월 8일(화) 0시부터 3주간 전라남도 사회적 거리두기 2단계로 격상됩니다. 외출·모임 자제, 마스크착용등 강화된 방역수칙을 철저히 준수바랍니다. 	1
10041	[대전광역시] 1명 추가 확진. 489번(중구, 기 확진자 접촉) 확진자 방문장소는 파악 후 공개예정입니다. 	2
1608	[충주시청] 수도권 사회적 거리두기 2단계 격상 중. 시민 여러분은 수도권 방문을 자제하고 마스크 착용, 2m거리두기 등 생활방역수칙을 준수하여 주시기 바랍니다. 	1
18051	[미추홀구청] 확진자 1명 발생(확진자접촉자), 방역소독 예정, 세부내용 블로그 게시 blog.naver.com/tong_namgu 	2
18098	[나주시청] 1.24. 이후 광주안디옥교회(서구 마륵복개로 188, 쌍촌동)를 방문하신 분은 거주지 보건소에서 검사받으시기 바랍니다. 	0
15443	[당진시청] 당진읍 GS더프레시 당진점(12. 24. 15:00∼15:30) 이용자는 보건소 선별진료소 방문검사 바랍니다. 	0
20197	[미추홀구청]추가확진자 3명발생(유증상자1, 타지역확진자접촉자1, 무증상자1), 방역소독예정, 세부내용 블로그 게시 blog.naver.com/tong_namgu 	2
